"HOME","HPTS","H2PM","H2PA","H3PM","H3PA","HFTM","HFTA","HORB","HDRB","HAST","HSTL","HTOV","HBLK","HPF","AWAY","APTS","A2PM","A2PA","A3PM","A3PA","AFTM","AFTA","AORB","ADRB","AAST","ASTL","ATOV","ABLK","APF","WIN"
"IND",92.5,62.57142,29.28571,20.42857,6.5,14.42857,20.42857,11.71428,34.21428,19.14285,5.642857,13.5,4.857142,18.92857,"NOP",96.5625,65.1875,31.0,20.0625,6.375,15.43750,20.4375,11.5,30.8125,21.1875,7.0625,11.25,4.5,19.625,0
"LAL",103.3571,67.57142,32.0,19.57142,6.285714,20.5,27.85714,11.5,31.5,21.5,7.214285,11.0,5.285714,22.71428,"GSW",105.9375,58.75,29.625,26.0625,9.5625,18.0,22.75,10.4375,35.5,23.375,8.6875,16.4375,7.1875,21.5,0
"MIA",93.6,51.86666,25.53333,22.06666,7.933333,18.73333,25.0,8.333333,28.13333,17.8,8.733333,13.8,3.866666,20.46666,"PHI",84.92307,55.84615,24.46153,24.61538,6.692307,15.92307,24.53846,12.0,30.61538,17.23076,10.07692,18.23076,5.846153,21.69230,1
"MIL",100.0833,63.99999,30.91666,17.0,6.75,18.0,23.25,12.5,31.16666,23.08333,8.000000,16.41666,4.416666,22.58333,"CHA",94.76923,66.0,30.0,18.07692,6.307692,15.84615,21.61538,10.15384,30.0,19.15384,6.076923,11.15384,3.538461,17.69230,1
"OKC",97.5,62.07142,30.28571,22.07142,6.714285,16.78571,22.21428,12.35714,35.5,19.07142,7.285714,14.5,6.785714,23.42857,"POR",105.0625,61.0,29.6875,26.375,10.0625,15.5,18.75,10.6875,34.125,22.6875,6.6875,13.625,5.25,20.375,0
"ORL",96.25,62.91666,29.91666,19.0,7.333333,14.41666,20.66666,9.916666,32.16666,21.41666,6.583333,14.33333,3.833333,20.75,"BOS",101.6363,65.27272,32.18181,23.72727,7.181818,15.72727,20.90909,11.54545,33.18181,25.81818,9.454545,15.18181,4.454545,21.45454,0
"PHX",105.2857,55.35714,27.71428,28.42857,10.57142,18.14285,22.71428,10.71428,30.92857,19.78571,8.285714,15.78571,4.500000,22.57142,"DAL",106.9333,59.06666,30.06666,27.8,10.0,16.8,21.46666,11.33333,31.6,23.4,7.466666,12.46666,4.8,20.73333,0
"WAS",102.7058,68.64705,33.64705,15.17647,6.235294,16.70588,22.11764,10.29411,33.58823,26.05882,8.823529,13.88235,5.764705,21.58823,"CHI",100.1764,56.52941,27.82352,21.70588,7.647058,21.58823,28.17647,9.764705,35.94117,20.94117,5.882352,14.11764,5.058823,19.58823,1
"CHI",107.9166,64.33333,31.41666,20.33333,7.916666,21.33333,27.08333,12.91666,32.33333,23.75,5.25,13.58333,7.583333,18.58333,"LAL",101.2666,67.93333,30.66666,19.4,7.2,18.33333,23.86666,12.86666,28.53333,19.53333,7.933333,12.26666,4.266666,21.13333,1
"LAC",106.3333,54.66666,28.13333,26.53333,9.933333,20.26666,27.53333,9.2,32.86666,25.53333,7.533333,12.2,5.666666,20.93333,"GSW",104.7647,58.35294,29.52941,26.17647,9.352941,17.64705,22.70588,10.29411,35.52941,23.41176,8.823529,16.41176,7.0,21.47058,1
"MIA",94.0625,52.5625,26.0,22.0,7.875,18.4375,24.5,8.5625,28.3125,18.375,8.6875,13.625,3.8125,20.8125,"CLE",100.8333,60.91666,29.25,22.0,7.0,21.33333,27.91666,11.75,30.5,19.33333,7.25,12.58333,3.75,18.58333,0
"NYK",90.9375,61.0,29.0625,20.4375,6.375,13.6875,17.12500,11.1875,29.0,18.625,7.625,13.6875,3.3125,22.25,"WAS",97.09090,65.63636,32.0,16.36363,5.909090,15.36363,21.90909,11.72727,30.63636,23.36363,6.545454,13.09090,4.090909,22.36363,0
"SAS",108.5,59.57142,31.14285,22.71428,9.5,17.71428,24.0,9.785714,35.28571,26.35714,7.214285,15.0,6.214285,18.28571,"OKC",97.8125,59.4375,28.8125,21.5,7.375,18.0625,25.0625,11.4375,32.3125,20.125,6.1875,14.25,5.0625,22.125,1
"ATL",100.6875,55.625,28.4375,23.875,8.75,17.5625,22.5,8.437499,32.25000,26.0,8.5,13.25,4.625,17.06250,"MIL",99.61111,61.27777,31.16666,20.0,6.833333,16.77777,21.5,8.722222,29.16666,22.5,9.833333,15.88888,3.666666,23.5,1
"BOS",105.3125,64.6875,33.625,22.25,7.6875,15.0,19.74999,10.0,33.1875,25.8125,7.5625,14.25,3.875,21.125,"BKN",97.0,60.42857,29.57142,20.92857,7.071428,16.64285,21.57142,10.42857,31.64285,20.28571,6.214285,14.5,4.928571,20.42857,1
"DAL",111.6875,59.125,33.0,26.125,9.0625,18.5,24.8125,11.25,30.375,23.125,8.5,11.8125,5.3125,20.25,"LAL",101.0625,68.0625,30.3125,20.0,7.4375,18.125,23.625,13.5625,29.1875,19.5625,7.9375,12.5,4.375000,21.25,1
"DEN",104.4,63.46666,30.2,22.86666,7.933333,20.2,26.2,13.13333,33.93333,21.8,6.8,14.66666,4.533333,24.46666,"MIN",101.1428,72.57142,33.42857,14.07142,4.785714,19.92857,27.35714,12.0,28.28571,22.64285,8.142857,14.14285,4.285714,21.28571,1
"DET",96.375,61.75,27.375,23.8125,8.0625,17.43750,25.375,13.375,30.8125,21.625,7.25,12.25,4.0,19.125,"IND",95.625,63.4375,28.9375,21.9375,7.4375,15.4375,20.4375,10.8125,34.0,21.25000,5.4375,13.875,4.562500,22.9375,1
"MEM",105.5625,69.75,34.4375,15.25,5.6875,19.625,24.25,10.3125,32.1875,22.125,6.9375,10.75,4.4375,19.75,"HOU",105.2307,48.53846,23.92307,33.46153,12.30769,20.46153,27.69230,12.15384,32.23076,20.69230,7.153846,16.15384,4.769230,24.0,1
"NOP",107.9230,66.69230,34.23076,18.84615,6.769230,19.15384,25.53846,12.15384,31.92307,22.69230,8.076923,11.84615,7.769230,19.61538,"SAS",97.76470,61.58823,29.29411,20.94117,7.352941,17.11764,21.64705,9.882352,33.99999,22.94117,7.411764,13.41176,5.0,20.35294,1
"OKC",97.53333,62.0,30.13333,22.4,6.8,16.86666,22.13333,12.4,36.06666,19.0,7.2,14.26666,7.0,23.53333,"CHA",93.35714,65.78571,29.28571,18.5,6.214285,16.14285,21.92857,10.5,30.5,18.64285,6.214285,11.42857,3.428571,17.85714,1
"ORL",95.69230,62.07692,29.69230,19.15384,7.461538,13.92307,20.0,9.538461,32.07692,21.69230,6.692307,14.46153,3.846153,21.07692,"CLE",100.6153,60.07692,28.92307,22.61538,7.076923,21.53846,27.76923,11.46153,30.38461,19.30769,7.461538,12.30769,3.846153,18.23076,0
"POR",103.1333,59.53333,29.2,26.26666,9.666666,15.73333,20.86666,12.13333,36.33333,23.33333,6.8,13.93333,5.2,19.2,"PHI",85.5,56.64285,25.07142,23.85714,6.428571,16.07142,25.14285,11.78571,30.78571,17.14285,10.28571,18.21428,5.928571,21.14285,1
"SAC",100.7647,65.23529,31.52941,14.88235,4.705882,23.58823,31.23529,11.88235,32.35294,19.82352,6.411764,15.64705,3.294117,21.82352,"PHX",105.3529,60.29411,29.94117,26.76470,9.764705,16.17647,20.17647,10.82352,31.76470,21.76470,8.058823,13.70588,4.764705,22.70588,0
"BKN",96.0,60.13333,29.06666,21.46666,7.133333,16.46666,22.6,9.133333,32.33333,21.26666,7.799999,14.0,3.6,20.26666,"IND",96.47058,63.70588,29.29411,21.70588,7.529411,15.29411,20.29411,10.58823,34.23529,21.94117,5.764705,13.64705,4.588235,23.05882,0
"CHI",107.8461,64.69230,31.69230,20.30769,7.769230,21.15384,26.69230,13.07692,32.15384,23.38461,5.461538,13.53846,7.461538,18.46153,"NOP",96.76470,65.70588,31.35294,19.70588,6.235294,15.35294,20.17647,11.41176,30.58823,21.0,7.176470,11.47058,4.705882,19.58823,1
"CHA",97.64705,66.52941,31.52941,19.29411,6.058823,16.41176,22.41176,9.117647,33.70588,21.94117,4.882352,9.647058,5.470588,19.29411,"ORL",92.8,61.35,29.45,18.3,6.75,13.65,18.4,8.399999,32.25,18.65,6.55,14.35,3.75,20.65,1
"GSW",111.25,59.58333,33.16666,25.58333,9.916666,15.16666,19.33333,9.5,34.75,28.91666,9.083333,14.58333,5.5,18.08333,"MIN",100.8666,71.6,32.93333,14.4,5.0,20.0,27.93333,12.06666,28.66666,23.06666,8.266666,14.8,4.333333,21.06666,1
"LAC",105.8125,54.75,27.9375,26.4375,10.0625,19.75,26.75,9.1875,32.9375,25.5625,7.3125,12.3125,5.75,20.8125,"TOR",111.8461,61.07692,31.61538,24.76923,8.769230,22.30769,28.0,11.07692,27.46153,20.15384,7.538461,10.38461,4.0,23.23076,0
"MIA",94.11764,52.52941,26.29411,21.88235,7.764705,18.23529,24.29411,8.470588,28.17647,18.35294,8.764705,13.58823,3.823529,21.11764,"MEM",98.57142,66.07142,31.92857,16.78571,5.642857,17.78571,23.78571,10.57142,31.21428,23.28571,9.357142,12.92857,3.714285,19.78571,0
"MIL",98.92307,62.92307,30.0,18.0,7.153846,17.46153,22.53846,12.53846,31.38461,22.92307,7.769230,16.61538,4.846153,22.23076,"ATL",103.3571,56.07142,28.28571,25.92857,9.857142,17.21428,22.35714,8.428571,32.28571,25.28571,8.428571,14.0,5.214285,20.57142,0
"SAC",102.6666,65.66666,32.05555,14.94444,4.888888,23.88888,31.33333,11.77777,32.16666,20.0,6.555555,15.72222,3.5,22.11111,"NYK",99.25,62.6875,30.625,18.5625,7.5625,15.3125,19.3125,10.4375,27.5625,23.8125,6.6875,14.25,4.8125,23.8125,1
"UTA",97.07142,59.28571,30.0,20.57142,6.428571,17.78571,23.35714,12.0,31.5,19.35714,6.285714,13.57142,6.142857,19.0,"PHI",84.53333,56.06666,24.66666,24.0,6.333333,16.20000,25.33333,11.66666,31.0,16.73333,10.13333,18.06666,5.866666,21.06666,1
"WAS",102.6111,69.11111,34.0,15.05555,6.166666,16.11111,21.44444,10.22222,33.88888,26.16666,8.944444,14.11111,5.666666,21.72222,"BOS",100.5,64.41666,31.66666,23.75,7.083333,15.91666,21.16666,11.25,32.75,25.08333,9.5,15.41666,4.249999,20.91666,1
"CLE",103.4705,56.70588,29.88235,22.88235,8.529411,18.11764,23.76470,9.823529,30.11764,25.35294,6.764705,13.64705,4.647058,17.94117,"DET",94.57142,62.14285,28.21428,23.42857,8.071428,13.92857,20.57142,12.0,33.57142,19.28571,7.285714,13.78571,5.357142,21.07142,1
"DAL",111.7058,59.0,32.76470,26.41176,9.117647,18.82352,25.0,11.0,30.35294,23.29411,8.470588,11.82352,5.352941,20.0,"OKC",98.35294,60.41176,29.47058,21.05882,7.235294,17.70588,24.82352,11.58823,32.70588,20.17647,6.294117,14.47058,4.882352,22.29411,1
"DEN",104.25,63.875,30.375,22.5,7.687500,20.4375,26.6875,13.25,33.9375,21.5625,6.5625,14.375,4.375,24.4375,"TOR",112.1428,61.35714,31.71428,24.64285,8.857142,22.14285,28.28571,11.21428,27.71428,20.35714,7.285714,10.07142,4.071428,23.21428,0
"LAL",103.6,67.13333,31.86666,19.6,6.666666,19.86666,27.33333,11.0,31.46666,21.53333,7.266666,11.4,5.333333,22.46666,"PHX",105.9444,60.55555,30.22222,26.5,9.722222,16.33333,20.38888,10.66666,32.05555,21.88888,8.277777,13.61111,4.777777,22.27777,0
"POR",103.0,58.625,28.75,26.875,10.0625,15.3125,20.3125,11.8125,36.62499,23.4375,6.875,13.75,5.3125,18.9375,"NYK",98.05882,62.88235,30.23529,19.05882,7.529411,15.0,19.05882,10.70588,27.94117,23.52941,6.647058,14.05882,4.588235,23.17647,1
"SAS",108.6,59.13333,30.93333,23.2,9.6,17.93333,24.0,9.866666,34.73333,26.06666,7.533333,15.26666,6.2,18.93333,"HOU",105.2857,48.21428,24.07142,33.42857,12.28571,20.28571,27.92857,12.14285,32.07142,20.64285,7.714285,16.71428,4.500000,24.0,1
"BKN",96.6875,60.0625,29.0,21.4375,7.1875,17.125,23.625,9.4375,31.93749,21.1875,8.0625,13.6875,3.5625,20.125,"SAC",102.3076,61.53846,30.15384,16.07692,6.0,24.0,30.23076,10.61538,35.0,20.07692,5.538461,15.69230,4.384615,23.61538,0
"CHA",97.44444,66.44444,31.22222,19.61111,6.111111,16.66666,22.61111,9.111111,34.0,21.83333,5.333333,10.05555,5.666666,19.33333,"MIL",99.84210,61.42105,31.31578,20.05263,6.789473,16.84210,21.47368,8.368421,29.73684,22.42105,9.736842,16.05263,4.0,23.57894,0
"HOU",97.1875,48.5,23.3125,34.4375,11.1875,17.0,24.6875,12.4375,32.375,19.4375,10.375,16.56250,5.0,22.5,"WAS",97.66666,64.75,31.58333,16.5,6.083333,16.25,22.41666,11.25,30.5,23.16666,6.916666,13.5,4.083333,22.25,0
"IND",92.33333,63.06666,29.4,19.93333,6.4,14.33333,20.46666,11.4,34.4,19.06666,5.6,13.46666,5.066666,19.33333,"CHI",99.72222,57.33333,27.61111,21.22222,7.5,22.0,28.44444,10.0,35.72222,20.72222,6.0,13.88888,5.166666,19.38888,0
"LAC",105.5294,54.94117,27.88235,26.23529,10.05882,19.58823,26.47058,9.058823,33.0,25.47058,7.294117,12.41176,6.117647,20.52941,"UTA",95.35294,57.70588,28.23529,20.35294,7.117647,17.52941,24.0,10.82352,29.76470,21.11764,6.176470,14.35294,4.705882,18.88235,1
"MIA",94.5,52.33333,26.27777,21.44444,7.722222,18.77777,25.16666,8.333333,28.27777,18.33333,8.777777,13.61111,3.777777,20.77777,"ORL",93.23809,60.90476,29.47619,18.61904,6.952380,13.42857,18.14285,8.380952,31.95238,18.76190,6.666666,14.33333,3.666666,20.85714,1
"ATL",101.1764,55.29411,28.52941,24.17647,8.823529,17.64705,22.70588,8.352941,32.52941,25.82352,8.764705,13.35294,4.647058,17.17647,"CLE",100.6428,59.57142,28.57142,23.21428,7.5,21.0,27.28571,11.42857,30.42857,19.57142,7.642857,12.71428,3.714285,18.64285,1
"CHI",106.0,64.42857,31.21428,20.64285,7.785714,20.21428,25.85714,13.07142,32.35714,23.28571,5.428571,13.42857,7.714285,18.42857,"BKN",96.93333,61.0,29.6,20.46666,7.0,16.73333,21.53333,10.4,31.93333,20.33333,6.4,14.2,4.933333,20.2,1
"DAL",111.8333,59.44444,32.88888,25.77777,9.055555,18.88888,25.22222,10.55555,30.38888,23.16666,8.611111,11.55555,5.333333,20.11111,"WAS",96.84615,64.53846,31.38461,16.15384,5.923076,16.30769,22.76923,11.15384,31.07692,23.07692,6.769230,14.15384,4.0,22.53846,1
"DEN",104.1764,63.70588,30.41176,22.70588,7.705882,20.23529,26.70588,13.11764,33.58823,21.76470,6.941176,14.17647,4.529411,24.41176,"LAL",101.6470,67.05882,30.05882,20.29411,7.823529,18.05882,23.76470,13.0,29.70588,20.23529,7.823529,12.82352,4.352941,21.17647,1
"GSW",112.3846,59.15384,33.23076,25.76923,10.07692,15.69230,19.92307,9.384615,34.69230,29.61538,9.846153,14.53846,5.923076,18.23076,"PHI",84.625,56.6875,24.8125,23.75,6.3125,16.06250,25.1875,12.0625,30.9375,16.6875,10.1875,18.625,5.625,20.75,1
"MEM",104.9411,69.0,34.05882,15.23529,5.764705,19.52941,24.11764,10.11764,32.17647,22.29411,7.117647,11.29411,4.470588,19.64705,"SAS",97.16666,61.27777,29.33333,21.0,7.222222,16.83333,21.38888,9.888888,33.61111,22.61111,7.5,13.55555,4.944444,20.22222,1
"NOP",108.0714,66.42857,34.21428,18.78571,6.857142,19.07142,25.78571,12.21428,32.21428,22.42857,7.785714,11.71428,7.357142,19.49999,"PHX",105.9473,60.78947,30.31578,26.21052,9.684210,16.26315,20.31578,10.68421,31.78947,21.63157,8.210526,13.21052,4.842105,22.21052,1
"ORL",95.0,62.28571,30.0,19.21428,7.214285,13.35714,19.28571,9.357142,32.28571,21.5,6.714285,14.5,3.785714,21.07142,"DET",95.53333,61.53333,28.06666,24.06666,8.466666,14.0,21.13333,12.26666,33.86666,19.46666,7.4,13.6,5.599999,20.60000,0
"POR",102.9411,58.64705,28.58823,27.41176,10.17647,15.23529,20.17647,12.0,36.58823,23.29411,6.764705,13.76470,5.470588,18.82352,"TOR",111.1333,62.4,32.0,24.46666,8.533333,21.53333,27.4,11.33333,28.26666,19.93333,7.466666,10.06666,3.933333,23.06666,0
"UTA",97.26666,59.33333,30.06666,20.46666,6.466666,17.73333,23.26666,11.93333,31.53333,19.13333,6.2,13.53333,5.933333,19.0,"MIN",100.4375,71.1875,32.75,14.5625,5.1875,19.375,27.0625,11.8125,28.5,23.25,8.1875,14.5,4.3125,21.1875,0
"BOS",105.3529,65.17647,33.94117,22.17647,7.529411,14.88235,19.47058,9.941176,33.58823,26.17647,7.647058,14.05882,4.058823,21.23529,"SAC",101.0,62.28571,30.14285,16.0,5.714285,23.57142,30.07142,10.64285,35.0,19.5,5.785714,15.71428,4.428571,23.14285,1
"CLE",102.1666,56.55555,29.38888,23.33333,8.5,17.88888,23.33333,10.0,30.44444,25.0,6.666666,13.55555,4.666666,17.83333,"MIL",99.65,61.6,31.2,20.3,7.0,16.25,20.9,8.6,30.3,22.55,9.75,15.75,4.1,23.3,1
"HOU",97.47058,48.29411,23.17647,34.94117,11.52941,16.52941,24.05882,12.29411,32.29411,19.58823,10.35294,16.41176,5.117647,22.64705,"CHA",92.66666,65.26666,29.06666,18.46666,6.0,16.53333,22.2,10.26666,30.73333,18.4,6.2,11.73333,3.8,17.8,1
"IND",93.1875,62.9375,29.125,19.8125,6.625,15.0625,21.0625,11.375,34.0,19.3125,5.5,13.25,5.0,19.25,"MIA",94.93333,53.8,27.6,21.4,7.6,16.93333,23.6,8.0,27.13333,21.46666,8.4,12.93333,3.2,20.2,0
"LAC",105.1666,54.55555,27.5,26.66666,10.33333,19.16666,26.11111,8.833333,33.66666,25.61111,7.222222,12.27777,5.944444,20.11111,"NYK",96.94444,63.11111,30.11111,18.94444,7.333333,14.72222,18.83333,10.5,28.22222,23.55555,6.611111,13.66666,4.444444,22.94444,1
"OKC",100.0,62.125,30.125,23.1875,7.0625,18.5625,23.8125,12.8125,35.75,19.1875,7.125,14.125,6.8125,23.75,"PHX",107.35,60.9,30.45,26.25,9.85,16.89999,21.04999,10.5,31.8,21.4,8.15,13.2,4.75,22.85,0
"SAS",107.75,59.5,31.0625,23.25,9.375,17.5,23.625,9.75,35.06249,25.9375,7.375,15.1875,6.25,18.9375,"NOP",96.55555,65.44444,31.05555,20.16666,6.333333,15.44444,20.16666,11.38888,31.16666,20.66666,7.222222,11.55555,4.5,19.61111,1
"CHI",106.0,65.2,31.13333,20.26666,7.8,20.33333,25.8,13.06666,32.4,23.2,5.533333,13.0,8.4,18.46666,"DEN",98.625,61.875,28.9375,25.9375,7.6875,17.6875,24.5625,13.125,32.375,19.6875,6.8125,14.5625,4.875,23.8125,1
"MIN",96.73333,71.73333,32.53333,13.46666,4.2,19.06666,26.33333,13.13333,28.6,21.66666,10.2,14.46666,4.466666,20.6,"SAC",101.6,62.26666,30.46666,15.73333,5.666666,23.66666,30.0,10.6,34.8,19.73333,5.866666,16.0,4.6,23.33333,0
"BOS",105.1111,64.61111,33.5,22.83333,7.777777,14.77777,19.44444,9.888888,33.33333,25.94444,7.555555,13.94444,3.944444,21.22222,"DAL",107.6875,59.6875,30.1875,27.75,10.1875,16.75,21.1875,11.625,31.875,23.4375,7.5,12.375,4.5625,20.75000,0
"CHA",96.89473,66.05263,30.94736,20.05263,6.105263,16.68421,22.78947,9.421052,34.05263,21.73684,5.315789,10.26315,5.684210,19.57894,"CLE",100.0,60.4,28.6,22.66666,7.266666,21.0,27.46666,11.53333,30.6,19.33333,7.666666,12.33333,3.8,18.93333,0
"GSW",113.3571,59.5,33.50000,25.92857,10.21428,15.71428,19.92857,9.714285,34.42857,30.0,9.714285,14.14285,6.071428,18.21428,"TOR",110.75,62.3125,31.875,24.5,8.625,21.125,26.9375,11.3125,28.125,20.12500,7.4375,10.375,3.75,22.625,1
"LAL",103.75,66.8125,32.1875,19.5625,6.625,19.5,26.8125,10.625,31.5625,21.6875,7.4375,11.5,5.5,22.8125,"MEM",99.26666,66.33333,32.13333,16.6,5.666666,18.0,24.26666,10.73333,31.33333,23.53333,9.2,12.86666,3.733333,19.46666,1
"MIL",98.35714,63.07142,30.07142,18.42857,7.142857,16.78571,21.64285,12.35714,31.5,23.28571,7.928571,16.28571,5.0,21.92857,"IND",96.33333,63.55555,29.16666,21.61111,7.555555,15.33333,20.27777,10.55555,34.27777,22.05555,5.833333,13.72222,4.500000,22.44444,1
"NOP",108.2666,66.53333,34.4,18.53333,6.866666,18.86666,25.4,12.2,32.53333,22.53333,8.066666,12.13333,7.4,19.06666,"HOU",103.8,48.93333,24.4,33.13333,11.86666,19.4,26.8,12.2,31.60000,20.73333,8.066666,16.86666,4.400000,23.86666,1
"NYK",90.35294,61.35294,28.64705,20.64705,6.588235,13.29411,16.94117,11.52941,29.05882,18.58823,7.941176,13.52941,3.352941,21.82352,"DET",95.625,60.375,27.875,24.625,8.75,13.625,20.6875,12.0625,34.24999,19.75,7.5625,13.75,5.437499,20.31250,0
"OKC",100.5294,62.23529,30.47058,22.94117,7.117647,18.23529,23.52941,12.41176,35.52941,19.29411,7.176470,13.88235,6.647058,23.52941,"WAS",97.21428,64.42857,31.14285,16.5,6.285714,16.07142,22.21428,10.92857,31.07142,23.35714,6.5,14.21428,3.785714,22.28571,1
"ORL",95.2,62.53333,29.73333,19.4,7.466666,13.33333,19.33333,9.266666,32.06666,21.53333,7.133333,14.26666,3.733333,20.86666,"BKN",97.125,60.4375,29.875,20.4375,7.0,16.375,21.3125,10.0,32.5,20.6875,6.4375,14.6875,4.9375,19.9375,0
"PHX",105.7333,55.13333,27.73333,28.66666,10.8,17.86666,22.26666,10.86666,31.2,20.06666,8.333333,16.0,5.000000,22.66666,"PHI",85.29411,56.94117,25.11764,23.88235,6.352941,16.00000,25.17647,12.29411,30.58823,16.88235,10.29411,18.47058,5.705882,20.41176,1
"UTA",96.9375,59.0625,29.5625,21.125,6.6875,17.75,23.3125,12.25,31.4375,19.0625,6.1875,13.5625,6.125,18.9375,"ATL",103.0,56.2,28.2,25.73333,9.6,17.8,22.86666,8.6,32.53333,25.2,8.466666,13.73333,5.066666,20.33333,0
"CHI",106.1875,65.625,31.125,20.75,7.6875,20.875,26.6875,13.75,32.5625,22.9375,5.8125,13.1875,8.4375,18.1875,"BOS",100.7692,65.84615,32.30769,23.23076,6.923076,15.38461,20.38461,11.15384,32.92307,25.15384,9.461538,15.76923,4.384615,21.46153,1
"DEN",104.7222,63.72222,30.61111,22.27777,7.666666,20.5,26.94444,12.83333,33.94444,21.72222,6.888888,14.11111,4.722222,23.83333,"MEM",98.375,66.68749,32.3125,16.4375,5.4375,17.4375,23.5625,10.5625,31.1875,23.3125,9.0,12.8125,4.0,19.5,1
"HOU",98.44444,48.5,23.44444,34.72222,11.61111,16.72222,24.27777,12.55555,32.22222,19.66666,10.5,16.38888,4.888888,22.38888,"MIA",93.9375,53.625,27.5,21.125,7.375,16.8125,23.6875,8.0,27.0,21.375,8.25,13.4375,3.1875,20.0625,1
"LAC",106.3157,54.21052,27.68421,27.21052,10.57894,19.21052,26.10526,8.842105,33.68421,26.0,7.526315,12.05263,5.789473,20.05263,"PHI",85.61111,56.77777,25.0,23.94444,6.5,16.11111,25.22222,12.44444,30.55555,16.88888,10.11111,18.61111,5.444444,20.33333,1
"MIN",96.25,71.4375,32.25,13.8125,4.3125,18.8125,25.8125,13.1875,28.25,21.375,10.0625,14.0625,4.5,20.25,"UTA",95.66666,57.55555,28.16666,20.33333,7.333333,17.33333,23.83333,10.83333,30.11111,21.22222,6.166666,14.22222,5.000000,18.72222,1
"ORL",94.875,62.875,29.6875,19.375,7.25,13.75,19.4375,9.4375,32.06250,21.3125,7.25,13.8125,3.6875,21.0625,"CHA",93.0,65.06250,29.1875,18.3125,5.875,17.0,22.8125,10.625,31.125,18.25,6.0625,11.875,3.8125,17.625,1
"POR",103.1666,58.72222,28.61111,27.72222,10.33333,14.94444,19.72222,11.94444,36.38888,23.33333,6.722222,14.0,5.555555,19.05555,"ATL",103.75,56.875,28.75,25.1875,9.375,18.125,23.375,8.6875,32.75,24.6875,8.5,13.75,5.0625,20.0,0
"SAS",107.3529,59.64705,31.52941,22.82352,9.058823,17.11764,23.29411,9.705882,34.70588,26.0,7.176470,14.88235,6.176470,18.76470,"WAS",96.86666,64.66666,31.46666,16.33333,6.133333,15.53333,21.6,10.8,30.46666,23.33333,6.466666,13.66666,3.933333,22.0,1
"CLE",101.5263,56.78947,29.26315,23.42105,8.473684,17.57894,23.0,10.10526,30.21052,25.05263,6.631578,13.47368,4.578947,17.63157,"DAL",107.7647,59.23529,30.29411,27.64705,10.29411,16.29411,20.58823,11.17647,31.88235,23.82352,7.470588,12.23529,4.764705,20.70588,0
"DET",97.41176,61.64705,27.70588,24.23529,8.294117,17.11764,24.82352,13.05882,31.41176,21.58823,7.294117,12.29411,3.941176,19.58823,"SAC",101.1875,62.125,30.375,15.6875,5.5,23.9375,30.375,10.25,34.875,19.625,6.0625,15.9375,4.5625,22.8125,0
"LAL",102.8235,66.0,31.52941,19.47058,6.588235,20.0,27.0,10.29411,31.58823,21.23529,7.470588,11.47058,5.352941,22.64705,"IND",95.84210,63.47368,28.94736,21.94736,7.578947,15.21052,20.15789,10.84210,34.26315,22.0,5.789473,13.73684,4.368421,22.36842,1
"MIA",94.15789,52.36842,26.26315,21.05263,7.578947,18.89473,25.31578,8.315789,28.57894,18.47368,8.736842,13.63157,4.052631,20.73684,"BKN",96.35294,60.52941,29.70588,20.64705,7.0,15.94117,20.82352,10.0,32.23529,20.52941,6.588235,14.47058,5.0,20.11764,0
"NYK",89.88888,60.77777,28.27777,20.88888,6.722222,13.16666,16.77777,11.27777,29.05555,18.83333,7.944444,13.66666,3.277777,21.72222,"MIL",99.42857,61.57142,31.19047,20.09523,6.857142,16.47619,21.19047,8.857142,30.47619,22.57142,9.761904,15.85714,4.095238,23.14285,0
"PHX",106.9375,55.8125,28.5,28.3125,10.625,18.0625,22.625,10.6875,31.3125,20.4375,8.75,16.0,4.812500,23.0625,"TOR",110.6470,62.0,31.70588,24.58823,8.647058,21.29411,27.05882,11.17647,28.47058,20.23529,7.529411,10.94117,3.764705,22.70588,0
"BOS",104.5789,65.05263,33.26315,22.57894,7.736842,14.84210,19.63157,9.894736,32.78947,25.73684,7.578947,13.52631,4.105263,21.31578,"CHA",93.64705,64.70588,29.35294,18.35294,5.882352,17.29411,22.82352,10.70588,31.41176,18.47058,5.823529,12.05882,4.176470,17.88235,1
"BKN",96.17647,60.0,29.05882,21.64705,6.941176,17.23529,23.58823,9.294117,32.70588,21.11764,7.882352,13.70588,3.764705,20.17647,"DAL",107.1111,59.66666,30.11111,27.61111,10.27777,16.05555,20.5,11.33333,32.16666,23.83333,7.5,12.11111,4.833333,20.50000,0
"CHI",106.6470,65.76470,31.41176,20.52941,7.529411,21.23529,26.88235,13.94117,32.41176,23.17647,6.058823,13.41176,8.647058,17.88235,"HOU",103.875,50.6875,25.3125,32.625,11.625,18.375,25.4375,12.4375,31.18750,21.0,8.125,16.8125,4.625000,24.0625,1
"GSW",113.6,59.53333,33.00000,26.06666,10.53333,16.0,20.73333,9.733333,35.06666,29.8,9.6,14.0,5.933333,18.46666,"OKC",97.94444,60.94444,29.22222,21.44444,7.111111,18.16666,25.33333,12.05555,33.05555,20.11111,6.5,14.27777,4.888888,22.44444,1
